"Россия","Саудовская Аравия","США","КНР","Иран","Ирак","Кувейт","ОАЭ","Венесуэла","Остальные страны"
"13.9","13.3","11.8","5.7","4.3","4.2","3.9","3.8","3.7","32.1"
