"LoL","Fortnite","Overwatch","Minecraft","PUBG","Destiny","Warcraft","Warframe","Black Desert","Clash of Clans"
"26.42","14.85","12.05","7.01","6.02","4.56","3.27","2.91","2.57","2.4"
